text,label
This is rough on the skin.  I don't like it.  Not sure what it's supposed to do.,1
"This is a work of art. It is absolutely gorgeous. It is also a bit heavy and it is fragile. The white flowers appear like they are made of clay. The design is lovely. However, I have short to medium-length fine curly hair and no matter what I do I cannot get this to stay. It immediately wants to fall out. I feel this is best applied by someone who is a stylist and perhaps can affix this with some pins. It is also probably best for someone who has thick long hair than someone with fine hair like me.<br /><br />I love this but am disappointed it does not work for me. Also, this can be used for any elegant occasion and not just by a bride. <br /><br />The current price of $19.99 is competitively priced for this. Note that I ordered the style called ""Silver 1."" However, what is pictured is a lot longer than what I received. Mine is more tightly compacted and half the size and there were no wires I could stretch out. I actually prefer the shorter version but the product shown really should be the one sent even though this is handmade. Therefore, my recommendation is to return the comb if you are not satisfied and if it is not close to the one pictured.",1
"The product works exceptionally well, surpassing expectations and providing outstanding value for its price range.",0
This flat iron comes with two strange looking hair clips and a carry pouch.,0
"This soap is an excellent choice for those with sensitive skin, as its mild natural scent provides a pleasant experience.",0
"I recently ordered LA LA Leaf Guayaquil hemp lotion for my husband, targeting particularly dry areas of his skin, such as elbows, feet, and heels.",0
The product offers a delightful and vibrant array of colors and patterns that are both aesthetically pleasing and functional.,0
I love the cocoa butter and shea butter. I hear the shea butter up and whip it until it softens.,1
I am pleased to share my experience with this remarkable product.,0
"More narrow than I thought and def flimsy material. Also thought it would stick better but it didn't. After the water starting filling the tub, they started getting lose which defeats the purpose. Total waste of $ for me.",1
"I don't see the fuss with this toothbrush. As was mentioned in other reviews, it is smaller and more lightweight than other rechargeable toothbrushes. But, beyond that, I just don't get i. I stopped using my older Phillips Sonicare to use this for the past two+ weeks. The vibrations on this brush are very small and I find myself pushing the toothbrush into my teeth and scrubbing to be sure they are getting clean. Maybe there is some secret sonic vibration thing going on, but it didn't happen for me. If I didn't actually have to still 'brush my teeth' manually with this electric toothbrush, maybe it would be fine. However, it's not the case. Without manual intervention, my teeth did not feel clean. As an fyi, I stopped using it this morning and went back to my Phillips.",1
I was pleasantly surprised by the exceptional quality of this product.,0
"I sleep better when I wear a sleep mask, so I use them regularly. When I was looking for a new one to replace my worn out one, I was given the opportunity to purchase this one at a discounted price so I could try it out. This is a nice, light weight sleeping mask. I've had one mask before that was super thick & padded, but it was actually more difficult to sleep with. Thicker is not always better! One side is satin and the side that is against your eyes is a soft, velour type fabric. The straps are a nice, thick elastic band which is adjustable with Velcro. I've purchased many sleeping masks which have a thin elastic band that is not adjustable at all. Those eventually get stretched out before the rest of the mask is worn out. This mask does a pretty good job of blocking the majority of the light. A little light can get through the area of the mask around the nose. I don't use ear plugs very often, but it's nice to have them handy when I do need them, so I don't have to fumble around my night stand looking for them.",1
This moisturizer is so yummy! It's light weight but super hydrating! It smells so yummy! I'm really picky and I love the scent! It has great ingredients I just wish they had another option for a bigger bottle 😍🥥🥥🥥💝 I used this moisturizer on my boyfriend's face and mine and we both loved it :),1
This face wash is a wonderful addition to any daily skincare routine.,0
This is super holographic. Love it. Also it dries fast. Obsessed with this color.,1
I appreciate the thoughtful packaging and the elegant golden tassel that adds a touch of sophistication to the design.,0
Seems good but have been too nervous to test it out. Will update once I do.,1
I am so pleased with the quality of this product.,0
"At first when I saw this, I wasn't sure what this. I looked at the reviews (which were mostly positive) and thought I would give it a try. My skepticism was quickly diminished after trying this for just a few days. I typically shower every morning and I have Vitamin C and Retinol that I apply to my face. So, when I got this I put it in the freezer and followed the instructions. So, instead of just applying the serums to my face, I started using this roller along with the serums. After less than a week I noticed much less puffiness around my eyes (and I am prone to that area to have bags and puffiness). I also noticed my skin looking noticeably better overall. I think applying this roller to my skin allows the pores to absorb the serums faster and deeper. I will continue to use this going forward. I am really impressed with the results!",1
We're thrilled to hear that you're enjoying this product!It's great to hear that you've found a serum that works well for your sensitive skin.,0
"I am enjoying this face cream. I find it to be luxurious. It's nice and creamy. The glass jar is very nice. It smells wonderful. It doesn't irritate my sensitive skin. I've been using it at nighttime because it is a heavier cream. I haven't noticed any miraculous results, but I am a regular user of anti-aging products, so I like to think that this is just continuing what's already going on.",1
"Every mascara claims to be new and different. This one actually lives up to the hype. The fibers have a novel shape that really makes your lashes POP. If you're not a fan of falsies, this is a great alternative. The formula isn't waterproof, so keep that in mind. I HIGHLY recommend this product.<br /><br />Thanks so much for taking the time to read this review. I hope the information that I've provided makes your decision a little easier.",1
The product contains high-quality ingredients and performs exceptionally well.,0
"This is a nice set. It contains a beautiful compact mirror with regular and close-up mirrors on the inside. Both mirrors are small but functional. It is fashioned like a pocket watch. The clasp is solid and the finish is high-gloss like the interior mirror itself.<br /><br />The saying (see below) on the outside of both sides of the mirror is inspirational. It says ""Beautiful girl you can do amazing things.""<br /><br />There is also a small dish for jewelry and a very cheap make-up case all with the same inspirational verse.<br /><br />In summary, this is a nice gift set. The current price of $20.89 ($21.99 minus 5%) is competitive.",1
"I have really been getting into silicone spatulas/brush sets for applying face creams, bacitracin on a scar, etc.  This set includes three colorful and double-side spatulas/scrubbers. Also included are two thin purple silicone pads with finger holders that are great for washing my face.<br /><br />Each double-sided wand has a flat spatula end for applying creams or gels. The opposite side has a ribbed end and another side with larger soft nubs. The nubby side is good for cleaning or also for applying mask products. However, if the large soft nubs are used, there is more cleaning involved to wash off the mask product.<br /><br />The ""egg-shaped"" purple pads are great for scrubbing my face with soap and lathering up. I love the nub that allows me to hold on to this.<br /><br />Overall, this is an excellent set. These are soft on my skin, pliable, and easy to hold on to. I do wish the wands were just a few inches longer for a better grip. The current price of $13.29 ($13.99 minus 5%) is competitively priced for this set as it comes to $2.66 per item.",1
"There are 12 headbands in this set and practically all of them look a similar shade of pastel pink, purple, and yellow. Only one headband is bold with an emerald green. I would have liked a red, black, and brown in this set. However, this appears to be designed for young girls or ballerinas who would love these colors.<br /><br />I tried these on and the headbands are comfortable and do not squeeze my head. They also stay put. I have a small head so these would probably feed a youngster just fine.<br /><br />The current price of $15.99 comes to a reasonable $1.33 per headband.",1
"This doesn't leave my hair as soft and moisturizing as the mask, but works great.",1
I'm glad to hear that the product has provided relief for the reviewer's legs.,0
"This is absolutely junk!! The bit won't even stay in. A total waste of money. Do not buy!,",1
This blush is a delightful addition to any collection.,0
This product is a fantastic choice for maintaining oral hygiene.,0
"The product is environmentally friendly and incredibly plush, making it a great addition to any home.",0
This skincare product is well-received by those in their fifties.,0
"You wouldn't believe how useful these adorable, hand-held squeeze bottles are!Perfect for keeping your favorite lotions, sunscreens, and even hand sanitizer mess-free and portable, these colorful bottles are a steal at only $6.",0
To strong for my liking so I have to my daughter she likes it,1
"This flat iron is excellent in its performance, with a quick heat-up time and high temperature range.",0
"Dry, crumbly and impossible to even get on.  Smells were not my favorite.  Won't buy again.",1
"These hair wraps are a fantastic addition to any hair care regimen, as they facilitate quicker drying time and maintain hair health.",0
Needs the charging cord included in the package instead of sold separately.,1
"My feet are so horribly dry and cracked,  they look like funky fish scales.  I was anxious to see if Monikahair's foot peel mask could help.  The process is incredibly easy and requires next to no work.  Prior to starting, I cleaned my feet. ( The lotion for the treatment is already in the socks).  I then placed a plastic 'sock' over each foot and used the tape on each sock to seal them closed.  The instructions say to keep the socks on for 60-90 minutes but I got wrapped up in an episode of 90 Day Fiance and kept them on for 2 hours. lol. The lotion did not cause any issues for me...I have extremely sensitive skin and had no reaction of any kind to the lotion. It did not cause burning/itching, etc.  When the time was up, I removed the socks and cleaned my feet.<br /><br />Here's what happened:<br /><br />Day 1 (the day after I did the treatment)-nothing<br /><br />Day 2-VERY light peeling-more like little 'threads' of skin<br /><br />Day 3-Actual peeling -I was pulling some decent pieces of skin off of both feet<br /><br />Day 4-WOW...BIG pieces of peeling skin! (unfortunately, I had already started to peel off the skin when I remembered to take a picture for this review...the picture does not show just how much peeling had actually taken place)<br /><br />Day 5-Very little peeling-mainly on toes<br /><br />Day 6-Next to no peeling<br /><br />Day 7 & 8-No peeling at all<br /><br />Results:<br /><br />The bottom of my feet are soft and pink with the exception of my heels. Those are my trouble areas. Calluses are very thick and cracked on my heels.  (a million times worse during winter months!) I DID have some progress on my heels but nowhere near the rest of my feet.  I used the scraper (? not sure if that's what it's called) and made a bit of progress.  I wish now that i had wiped some of the lotion directly on my heels when I wore the socks.  When I do my next treatment, I will absolutely rub some lotion directly on my heels when I start.  I'm impressed and thrilled with the results.  Its flip flop season and my feet aren't always pretty to look at.  This foot peel really helped.  I absolutely recommend Monikahair foot peel if your feet are dry and cracked. They're going to look and feel SO much better after using this treatment! (I told my mom about my success and she already ordered one of herself !lol )<br /><br />Photos:<br /><br />#1-wearing the 'socks', #2- day 2, #3-day 4, #4-finished<br /><br />Day 5",1
"Hask's body wash offers a refreshing and rejuvenating scent, perfect for summer.",0
And here we have another product that I am still not thrilled with your hair and your hair is close to yourself and what happens when the plastic cap comes off the end and the metal snap and now you have a big chunk of metal poking you in the head yeah I'm not happy at all I have not even contacted the vendor because I don't want sound mean to them how upset I am with the quality that is not here. Replacement would be nice,1
The hair towel wraps are a fantastic addition to any bathroom accessory collection.,0
"The product review provided a positive and detailed description of the product, mentioning the luxurious feeling, creamy texture, and pleasant scent.",0
I am pleased to discover yet another product that met my expectations.,0
"This is a very nice set of 6 clips, 10 hair ties, and a case. The clips are strong and do hold a generous amount of hair. I like the non-slippery feeling of the clip itself. The ties are ordinary but still functional. The reason I rated this 3 stars is because I also ordered this same set with the blue clips and tan ties. One of the clips in that order broke immediately which tells me these won't last.<br /><br />The current price of $7.19 is reasonable for this set but just be aware that the clips will break easily because the plastic is not that strong. ",1
Fun wigs for our wig & wine party,1
"This product is a fantastic option for individuals dealing with eczema, rosacea, or psoriasis.",0
This is a joke. They do not work. Do not waste time or money.,1
"These sheet masks are great for dry or dehydrated skin. They're especially good to use in cold or dry weather. The masks contain an extract of oolong tea and hyaluronic acid. Your skin will look dewy and radiant after 10-20 minutes. Make sure the mask is smoothed over your skin. If you have a jade roller, it's nice to use it over the mask to increase absorption. I highly recommend both this mask and the entire product line.<br /><br />Thanks so much for taking the time to read this review. I hope the information that I've provided makes your decision a little easier.",1
"This comes as a set and no matter what I do, the shampoo bottle will not open. This absolutely infuriates me. I was able to open the conditioner.  I removed plastic seal on the top of both bottles and turned as specified on the bottle. I spent 10 minutes trying to open the shampoo. Unless I take a hammer and chisel to it or an exacto knife, I can't use the shampoo.<br /><br />The conditioner is nice and has a subtle fresh aroma but without the pair, this is zero stars to me when I cannot get to the product.",1
"This is a very reasonably priced exfoliator that does a great job of exfoliating and cleansing as well as hydrating and smoothing.  Its packed with antioxidants that are excellent for good skin health.  The instructions says to use 2-4 times a week. I use it twice a week and follow with a good facial moisturizer. I can't say that I experienced a change in my aging skin but I also haven't been using it very long. There is a nice scent that is pretty much gone once the product has been rinsed off.<br /><br />I  have dry, sensitive skin and have no issues using this.",1
"This spray smells amazing, it does claim to be completely natural so I am wondering if it really is since the smell is very well... processed in my opinion, that being said, it does look completely natural it's completely transparent and once you apply it it doesn't feel as sticky as other products I've used before it really gives the hair a very natural look and for having just applied it a few minutes ago my hair feels extremely soft to the touch which gives me a pretty good idea that this is a good hair spray. The presentation is really pretty and looks cute and clean as well. I love it! I just hope it works well in the long run! The only problem I had (completely unrelated to the spray itself) is that they left it at my neighbors door instead.",1
"The product's texture was rather dry, with a crunchy bite.",0
Works very well,1
"As an AI language model, I cannot provide my personal opinion.",0
Thank you for taking the time to review HUXLEY Secret of the Sahara Clay Mask.,0
The brush is wonderfully made. Its thickness really helps with messaging the scalp .,1
"I am in my early fifties and my morning skincare routine calls for Vitamin C serum. This doesn't smell like most other Vitamin C serums that I have used. It has a neutral scent that doesn't linger. The serum consistency is thick, but runny. It's a bit oily and doesn't absorb quickly. My skin can be sensitive at times, but I didn't have any problems with this. Overall, I like it, but I don't love it.",1
This product review is a prime example of how to properly balance positivity with useful information.,0
This product is a great addition to any hair care routine.,0
This product is excellent for moisturizing sensitive newborn skin.,0
This sleep mask offers a comfortable and snug fit with a variety of fabrics to suit your personal preference.,0
Nutra Nail odor-free nail polish remover is a fantastic product that I've been using for years.,0
"After carefully examining the user's review, it is evident that the product has garnered a positive response.",0
This product offers a stylish and unique look.,0
"I have tried several different brands of face wipes. These have to be some of the best ones that I have ever used. They have a wonderful, refreshing scent to them. They are wetter than most wipes I have used which makes them more effective at cleansing the face. The cloths are a good size and pretty soft. They didn't irritate my sensitive skin. The package did rip as I was trying to remove the open sticker, so I have put them inside a plastic baggie so they don't dry out prematurely.",1
"This boxed set of smooth, golden eye mask pairs is totally fabulous! Each pair comes individually packaged, making this collected group of beauty accessories excellent swag-bag additions or party favor gifts! The included serum feels incredibly hydrating and smells absolutely divine. I've used several different brands of similar eye masks, and these are noticeably thicker and more substantial than every other pair I've tried! Even at room temperature, they instantly provide a cooling sensation when applied to the face. They adhere well to skin, but due to their weight and size, they do have a slight tendency to slip downward with gravity. For that reason, I suggest lying flat or reclining while wearing them, so that they stay as close to the lower lash line as possible. Each package still contains some extra serum after the eye masks are removed, so I massage that residual liquid onto my neck for added moisture potential. The combination of hyaluronic acid, collagen, and 24k nanogold particles leaves my under eye area feeling incredibly hydrated and refreshed. Consistent use of this product helps combat fine lines, puffiness, and dark circles over time, so I'm thrilled the whole set is so affordable! I couldn't be more pleased with this product.",1
We recently came across Essie's Gel Couture line and my partner quickly became a fan of it.,0
"There are 9  soft non-shedding make-up brushes in this set. This is a gorgeous set that contains a brush for most uses. There is no fan, eyebrow, or lip brush, however.<br /><br />Each brush comes individually packaged. In fact it is over packaged. The bristles are velvety soft and they do not fall out, which is great. Their soft bristles feel good against my skin and work like many other brushes I tried previously. I particularly LOVE the large blush/foundation brush. I do wish the handles were a tad longer. Nevertheless, the current price of $8.99 is an super reasonable for this set as it comes to $1 per brush.<br /><br />This is a perfect set for the young teenager starting out on her make-up journey.",1
"I read the description and thought this was something different than it was.  I DID get what I ordered, but it is damaged and the package is open, with paint leaking.  I think this happened prior to it being packed for my order because the packing seemed fine between shipper and me. Scared will have bacteria so not using.  Not what I'd hoped to get regardless but cute halloween makeup kit and I assume there are stencils in there somewhere.  I don't want to open it due to obvious paint leaking inside.  Don't trust manufacturing",1
The product line offers a variety of skincare essentials that cater to various needs and concerns.,0
"These medical-grade silicone scar removal sheets are so versatile! Acne scars, burn scars, and post-surgical scars all benefit from the consistent application of this painless product, and I love that it's a viable alternative to topically applied creams and gels. I love that the flexible material comes rolled up like tape, and I appreciate that it can be cut and trimmed into custom shapes and sizes. The chosen flesh tone would likely suit many users, so it at least provides a certain degree of modest skin camouflage.<br /><br />The silicone component brightens, hydrates, moisturizes, softens, and repairs damaged skin, so repeated use truly does seem to make a noticeable difference. Scars slowly start to fade as the skin regeneration process kicks into high gear, and these sheets are actually reusable, washable, flexible, breathable, and easy to apply!",1
"This product review has an overly generic, overly positive style.",0
"This ivory-colored bath mitt comes packaged in a resealable pink pouch, and it's super lightweight! The packaging says it is 100% natural silk, but it does look and feel more like a linen/cotton fabric. Regardless, it's soft enough to be gentle, but just textured enough to provide some noticeable friction for exfoliation! It fits comfortably over my hand, and it's simple enough to grip and hold and air dry after each use. It can be used alone with warm water, but I've used it in combination with several body scrubs and it further works to enhance the gritty benefits of all of my exfoliating sugar and salt concoctions. I'd recommend this natural glove for all skin types, and it can be used in conjunction with bath OR shower time. I'd realistically pay $12-$15 for it, but I'm pleased with its overall performance!",1
We appreciate your detailed review and are glad to hear that the product has met your expectations.,0
"Excellent for treating acne, providing clear and glowing skin.",0
"Nice, tight, assorted colors. Downside: one was broken upon receipt.",1
I am extremely pleased to have come across this product.,0
"Amazing product at an unbeatable price, and the packaging was top-notch.",0
"There's a Chinese actress who attributes her perfect skin to twice-daily sheet masks. After using one per night for several months, I totally believe they work. This mask is the best for hydration. It can be used by all skin types. The sheet is soft and flexible. You can stretch it as needed. I always stretch the eye holes since I have larger eyes. It also prevents the serum from dripping in your eyes. Another tip is to rub the mask on the backs of your hands before throwing it away. That skin needs special care also. The best part about this set is that you get so many masks. You can try using one nightly to see how it changes your skin. I highly recommend it.<br /><br />Thanks so much for taking the time to read this review.  I hope the information that I've provided helps make your decision a little easier.",1
The brush is a splendid creation that effectively caters to scalp messaging.,0
"This product is an excellent addition to any kitchen, as its non-slip surface allows for easy mixing and use with both wet and dry dog food.",0
"This product is designed to provide relief and nourishment to those suffering from eczema, rosacea, and psoriasis.",0
Great soap with mild natural scent. Works great on my sensitive skin. Leaves it soft and clean and doesn't dry it out.,1
"4 stars because it pulled my skin off on the sensitive crease on side of my nose.  Just be careful if you have a tough spot upon removing.  You must rewet it if it is sticking too strongly.  I started on that spot and didn't realize it was tearing my skin.  If you follow the instructions, you should have no problem.",1
"This is a nice cordless, travel size waterpik. It has good power for not being a regular waterpik. Some other cordless ones I've tried haven't had the same power. This comes with a variety of tips. Is easy to fill and use. Has different settings and power levels. Charges via a usb cable.",1
"These along with their other scents (I love the blue ones too) are a must. I'm a face mask and product collector, I have so many masks but these are my top sheet masks for sure!!",1
Would buy again.,1
The lavender bath bomb and rose-scented bath bomb and soap bar all emit calming aromas that promote relaxation.,0
"The photo on Amazon must be wrong. This cream is blue and not white. I hate colored creams. However, this goes on clear and was so super hydrating to my face, that I did not mark it down for the color. Note that the box it came in was all smashed and it was almost double the size of the jar. They could have fit almost two jars of this in the box. In addition, the cream in the jar looks half full.<br /><br />I love the results but not the packaging or the color or the jar being half full.<br /><br />The current price of $15.99 for 1.69 fluid ounces is competitive. NOTE THE SIZING (.05 fluid ounces) SPECIFIED ON AMAZON is wrong too.",1
"The product performed flawlessly, meeting all expectations.",0
Easy to use. I suggest using the one you like least first because I messed the first ones up. Make sure not to run any hot water over them for quit some time. Other than that the second patches I used stayed on for about 3 days until I noticed chips.,1
"This was a great product made to be helpful For moisturizing but, also being sensitive enough for use on a newborns skin. The baby i had ordered this for, has a unique combo- half Icelandic and half African… Creating skin mixture that needs very delicate and natural products that still can provide plenty of moisture. This product delivered!!<br /><br />After noticing a few dry spots on baby skin, I did some research on how to re-capture moisture necessary.. my concern was a bit of cradle cap and the use of Emelia's baby bath oil on the scalp. Not only was it very sensitive and user-friendly, it took care of the issue within a few days.. The other concern was the possibility of getting product in babies eyes, if added to the overall bathwater.. of course, I used my best efforts to keep this from happening- but, I found dipping washcloth into the water and wiping off face… Absolutely caused zero problems- I was totally surprised and impressed!!<br /><br />Knowing the African culture needs a bit of moisturizer in skin care as well as hair care… This has covered both needs in just this one product. I'm certain as this newborn grows we may need to adjust course and add more specific hair care regiment. As for now, this is doing just fine- and best of all leaves baby smelling amazing!!<br /><br />So, if looking for a product that is gentle enough to use on a newborn… That has taken the precautions to keep their skin safe… Using only natural products- and has the ability to moisturize and even clear up cradle cap.. just a few drops of this to the bathwater- can handle the trouble spots no problem.. loving it!!",1
Warm weather means unruly hair if you're a curly girl. Headbands are a staple for me. These have a fun tropical feel. They're very soft and stretchy. They should fit most heads. I'd get a couple different sets of these because I like them so much. I highly recommend this product.<br /><br />Thanks so much for taking the time to read this review. I hope the information that I've provided makes your decision a little easier.,1
"At the current price of $48, this is insanely expensive. Yes the brush is a beautiful blue, with a fantastic gloss, and looks great, feels nice in my hands, and brushes my fine short to medium curly hair well. However, the brush stinks to high heaven and reminds me of the smell of burning rubber tires. Unfortunately, I cannot use this in this condition because I am extremely sensitive to offensive odors.",1
I'm trying to do a better job with paying as much attention to the ingredients in my skincare as those in my food. This is a great natural cleanser. It's very gentle and is good for sensitive skin. The lactic acid hydrates and gently exfoliates over time. You won't need a science degree to understand the majority of the ingredients. This is a great clean beauty cleanser that I highly recommend.<br /><br />Thanks so much for taking the time to read this review. I hope the information that I've provided makes your decision a little easier.,1
This product review is a concise and positive evaluation of the product.,0
"I work at home, so I can't get by without wearing a face mask for a good part of the day, but I do wear one if I am going out. I have had issues with some masks not staying over my ears. This is a good way to utilize those masks. The  headband is comfortable and light weight. It has some stretch to it. The buttons are a little loose, so I tightened them before I wore the headband out in public. I found that I had to pay attention to how I was putting it on my head so the buttons were even, otherwise my mask was crooked. It's definitely a helpful item.",1
"Easy to use, long lasting. Love them.",1
"Amazing value for the cost, I highly recommend this product.",0
"I thought these were bath bombs when I ordered them. However, that is not what this is at all. There are 10 tiny balls of compressed flowers wrapped in various colored foils. They can be used as a tea, which is what I use them for, or they can be put in a bath. I have no idea how anyone would use this for baking as per the Amazon title.<br /><br />Nevertheless, all but the purple and red balls have a purely vegetal scent. The purple and red smell flowery. I have used tea balls before and never cared for them but did like how most stayed together. However, these balls expand into many little flower particles that float in the water. If one were to put this in a bath, it would clog the drain unless the flower debris was scooped out with a skimmer.  I used the blue ball to brew into a tea and it was tasteless. I also had to use a strainer and remove the lid on my pot to keep the spout from clogging.<br /><br />Besides the mess and lackluster flavor, there are absolutely no brewing instructions, no information on what tea ball is what flower.  The Amazon site has a list of the flower and the balls but does not show the foil color. It is almost impossible to reconcile that list with what is in front of me.<br /><br />Shame on the vendor for not creating an insert or package label that says what is inside and which tea ball is what flower. I personally do not care for this at all and will probably throw this in the garbage.<br /><br />This is not worth it to me at any price. It is certainly not a bath bomb, I can't see how it can be used for baking, and as a tea it is tasteless and messy. There is no fragrance, so its use as a bath bomb would be for romantic or ambiance purposes only.<br /><br />At the current price of $9.88 for 10 balls it comes to almost $1 per tea ball.",1
I'm having a hard time but maybe it's me😏,1
"I recently tried this product and found it to be rather dry and crumbly, making it difficult to even get on.",0
"This is a large oval brush that comes with a cinch pouch. The handle has a good grip due to the silicone ""sleeve."" <br /><br />The bristles are soft and feel great against my face. Initially, there were just a few bristles that fell out but that seems to have stabilized. I use brushes like these to apply blush. The brush head is quite large and usable only for larger jobs.<br /><br />The current price of $4.99 is excellent for this in my opinion and one of the reasons I rated this 5 stars instead of 4 stars.",1
These eco-friendly soft products truly live up to their name.,0
Great multi pack of bands for a great price. They wash well in the laundry and don't lose any elasticity,1
The polish was quiet thick and did not apply smoothly. I let dry overnight before adding a second coat since it was so thick.,1
It's a perfect product for its intended purpose.,0
"The product in question, the [[ASIN:B08HR2GBHC Kozis brush]], has been meticulously engineered to provide a superior experience in both performance and comfort.",0
This facial soap offers a delightful aroma and an invigorating lather.,0
"The Bellezza hair straightener is an excellent choice for those looking to achieve smooth, sleek tresses.",0
"These shiny facial massage cryo sticks chill quickly, and I love that they come packaged within a clear plastic storage case with an instruction card! You can actually hear the anti-freeze/non-toxic liquid gel floating and bobbing around inside each stainless steel spoon/orb, and I love the ergonomic shape of each tool! The brightly colored turquoise handle tips help protect my fingers from the cold, and these futuristic-looking devices sit and balance nicely on various parts of my face! They do a great job of reducing swelling, puffiness, and fluid retention, and I think they'd make an affordable and unique gift for fans of at-home, cold therapy techniques! ☃️",1
"This product is intended to revitalize and nourish your skin, providing a lasting glow and a soft texture.",0
I have been using Nutra Nail odor-free nail polish remover for well over a year with great results.,0
Perfect transaction by this seller. The products are awesome and I would definitely order this again. Great price as well..,1
These are amazing products that provide excellent results.,0
"There are six silk scrunchies in this package in different basic colors. They are thin and slinky and are typical of what I expect of silk holders.<br /><br />These hold my hair well but as is expected of silk, can easily slide out. These are best on long hair because the potential to slide off is not as great. I personally prefer velvet scrunchies to these silk ones because they are ""beefier"" looking. However, for those who want the elegance of silk, then this delivers.<br /><br />The current price of $20.79 ($25.99 minus 20%) comes to $3.47 per band which is competitively priced for 100% Mulberry silk items like these.",1
The Real Techniques beauty blender is a fantastic addition to any makeup artist's collection.,0
"I have used various countertop water flossers in the past such as the countertop WaterPik and the [[ASIN:B07HRNGS3Q Truwell Handheld Water Flosser]].  I love the idea of a hand held irrigator and this does work to remove most stuck debris from between the teeth. What is nice about this one over the other handheld I tried, is that there is very little splash back. However, I personally do not like that the reservoir is not removable for drying.<br /><br />IN THE PACKAGE<br />- One reservoir attached to handheld flosser unit<br />- One USB cable (wall adapter NOT included)<br />- One instruction manual<br />- One standard jet nozzle<br />- One orthodontic nozzle (larger brush)<br />- One pocket nozzle (smaller brush)<br />- One tong scraping nozzle (what looks like a spoon)<br /><br />I charged the unit fully before use. The white light on the side blinks when charging and remains steady when it is fully charged. Note the charging port is hidden behind a silicone nub below the grip dots on the top of the unit. Be careful to cover the charging port with this nub when the flosser is in use.<br /><br />There is an on/off switch and a mode switch. The three water pressure modes are soft, standard, and massage can be cycled through using the mode switch prior to turning the unit on. The jet tip (or any of the other three tips) gets inserted into the top. Be careful to make sure it is seated with the notch in the groove as the first time I put it in the hole, I did not have it seated all the way. To eject, press the release button to the left side.<br /><br />The reservoir IS NOT removable. Instead water enters through the small opening on bottom through which one has to fill the unit. I do not like that the reservoir is attached as I have to drain the remaining water out of that hole and leave the door open for drying. Also, the little button through which the water enters can easily break after lots of use. I personally would prefer not to have to use that hole.<br /><br />I held my mouth almost totally closed during use and tried all three modes. I did not have splash back, which was very nice. Splash back is usually typical of almost any type of water flosser so to some extent I was surprised. This flosser does work to dislodge most debris between teeth but not everything because it is not super powerful but is powerful enough. I am also impressed that the manual is relatively well written; kudos to the manufacturer on this. Normally, I feel as if I am reading Pig Latin when I receive products from China or other countries.<br /><br />In summary, my biggest disappointment with this unit is the attached reservoir that prevents me from drying this out easily.",1
The exceptional quality of this exfoliator stands out from the crowd.,0
"This product is of low quality, with a rough surface and paint chipping off after limited use.",0
"I found the product to be of high quality, with a user-friendly design that made it easy to use.",0
I am quite pleased with the overall experience of trying these food peels.,0
"This product review is an excellent example of a positive, but generic review.",0
Very “rusty” color.,1
"These nipple covers aren't perfect in every way, but they do offer some reassuring coverage! I do like that they come in 2 different shapes, and I like that they're super lightweight and easily portable. The satin coverings are soft and smooth, and the light beige hue is an acceptable shade that would complement several skin tones. I will say that the paper backings don't peel off smoothly every time, and the fabric has a slight tendency to wrinkle and ripple, so the covers don't stay completely flat throughout the entire duration of wear. The rippled texture is still somewhat visible under t-shirts, the edges are slightly detectable, and I think I'd have to layer two of them together to really ensure full coverage. I've had no adverse reactions to the adhesive component, they peel off easily, and I even wore a pair while sweating in the summer heat in Texas, and they stayed firmly in place.",1
"""Best shave I've ever had.  Gives me a close shave with no tugging. Better than an electric razor"".<br /><br />That's the first thing my husband had to say after he tested SUPRENT's  Matrix Cutter Head travel kit razor for the first time.  And what a kit this is. A razor handle, 2-blade refills (each with the first of its kind 6 ultra-thin blades total!), a dock to hold the razor and a bottle of shaving foam are included.<br /><br />The handle is sleek and heavy but easy and comfortable to hold.  The head doesn't pivot  but it doesn't need to thanks to the 38.5 degree shaving angle. It glides perfectly along the jaw line and chin areas without missing a spot.<br /><br />The base is heavy-ish and holds the razor well. Doesn't tip or wobble.<br /><br />He's not a fan of the shaving foam. Says he must 'really rub it in' in order for it to foam.  He used it once and switched back to his regular brand.<br /><br />Suprent has really come out with an awesome razor kit. The presentation is gorgeous and the product works exceptionally well.  Without a doubt this is worthy of gift giving.  The price is reasonable.<br /><br />Highly recommended",1
"This is my first scrunchie. I have not had my hair cut in about 9 months because of the pandemic, so my hair has gotten longer than I've worn it in years! I'm in my early 50's and it's a little below my shoulders now. My hair is thick and coarse. It's long enough to wear in a messy bun for the first time in years! The scrunchie is easy to use and holds up my thick hair pretty well. I don't have to readjust it because it's falling. You can feel the coils inside the fabric. I find it fascinating how it works. When I take it off, it shrinks up again. I like it!",1
"I am not sure what a balancing cream is supposed to be. Nevertheless, I applied this to my face and neck (avoiding the eye area). I like the creamy texture and the fragrance is decent. The aroma reminds me a little bit of St. Joseph's aspirin. It did take about ten minutes to absorb fully, but once it did my face and neck felt incredibly hydrated.<br /><br />Note that there are no English instructions on the jar or the box except for the words ""balancing cream."" This is made in Korea and it is written in Korean. If it were not for the Amazon label, no one would know that this is a hydrating face and neck cream. Also, there is no mention of how many ounces this is but I suspect it is about 4 ounces based on the price per ounce listed on Amazon.  The current price of $22.65 is pricey but competitive for this cream. I like it but not enough to order it again.",1
